comment,sentiment
为什么说好果汁老师是艺术家因为他创作出来的东西因为你我会自己记住这一分钟典藏版我曾经看过好果汁老师第一版本视频让我走回了那个夏天想到了东北16号的夏天但在此时我还不认为好果子是一位艺术家只能说明他是一个富有整活天赋的人并且后续好果汁老师重复读档也证明出来实在是没什么可整的了我认为他已经江郎才尽了直到好果汁老师发出典藏版的时候我真的被后面的结尾所折服我们所追寻的盛夏和虎子一样温暖阳光充满着快乐而当我们去追寻的时候却正好验证了结尾其实他哪里都没有去过那一只鸟一开始就已经死了或许当我们感受夏天追寻夏天怀念夏天的时候我们本以为自己会像那只小鸟一样可以一直飞呀飞死的时候也不要闭上眼睛但当我们去追寻的时候我们便丧失了原有的意义快乐而当我们真正理解的时候才知道自己早就是已经死的无脚鸟哪里都没有去过我们也只能和虎弟一样从回忆中回来停下名叫梦想的车对此才算真正的艺术才是最后的结尾,2
那只鸟最开始就已经死了吗是的整活也从最开始就注定会死去吗是的那我们为什么要开始整活呢那我们为什么不从生命的最开始就死去呢生命就是一个活而我们就是要把生命整成一个好活人人都是整活家人人的生命都有意义都充满了希望都像那从前的东北欣欣向荣,0
31s那镜头好果汁老师又改了已经改了三次说明这个镜头每一帧都是经典每一帧都想剪进去希望4月16有粤语加长版跟国语加长版一样后面的DLC加在这里面还是欠缺了一点,1
年轻的时候我一度厌恶这些短视频平台上的整活主播直到他们以另一种方式登入了我熟悉的环境里时我才发现我厌恶的不是他们本身我厌恶的只是被拉进千篇一律的世界再也不能看清自己的轮廓罢了有个词叫做赋魅我觉得很适合形容沈阳这条大街相似的街遍地都是但只有这条街因为我们赋予她的情感而仿佛变得特殊虎刀团都只是这条大街上一瞬的过客而已但当旧的博人眼球被整改新的歌舞升平到来时他们那一瞬的绽放却犹如雨后被车轮溅起的泥土微不足道俗不可耐但却总能在行人的衣衫上留下那么些印记上头散发着大地的体香但就像这些泥点最终被轻松洗掉一样东百往事结束的也很轻松他不过是急剧膨胀的互联网时代的缩影一个视频平台飞速充斥劣质内容的证明随着行业转型升级狠活艺术不复存在草根幻梦也随之破灭而我们从她的遗骸上扯下铭牌佩戴在自己心中仿佛这样就能找到一个标榜自己和别人不同的锚点但我们又如何向外界诉说这份不屈和抵抗我们找寻自我的旅程是否会像虎哥和刀哥的故事一样无疾而终我不到啊,2
这个3月我是一天都呆不下去了快进到4月16,0
好果汁你让我陷入疯狂,2
不知从何时起16号对我来说是一个重要的日子每个16号就像在等一位朋友等着一起胡闹一起荒唐一起做着无意义的事情也许是对机器般的生活不满也许是上游戏看看灰暗的好友列表再下线后的无趣我发现生活的意义早已容不下无意义的事情就像1分钟会消失虎哥整不出活我也不像以前一样再去做荒唐且无意义的事了想记住的太多可遗忘却又更多当爱好梦想被生活的无奈所占据生灰的手办再也没打开过的初音歌单灰暗的好友列表再没点过的追番变质的b站我不知道我什么时候会忘记这些而只会活着但我仍然等着一位朋友在16号的一天带着我去做些荒唐的事然后挥手告别等待下一个16号,0
我和她说以后开一家奶茶店每个月的十六号下午三点前的一分钟果汁免费,2
活着的梵高将生命的全部热情倾注到绘画中而生命只留给他一句在精神错乱中开枪自杀东百街头的虎哥疯狂地整活收获的却是人们的不解冷眼与厌恶我梦见了画然后我画下了梦我梦见了活然后我整了活死后的梵高被人们捧上神坛但梵高终究是死了他生前的生活将永远的不堪没活的虎哥在互联网上迎来了第二次生命但却被柴浩疯狂地举报死掉的虎哥变得鲜活而活着的柴浩却如同死了一般虎哥和梵高两个似乎无法产生任何联系的人就这样在这个视频里荒诞而浪漫地相遇了但梵高终究是离开了虎哥也随着狠活年代的落幕退出了舞台五月古筝再也传不出悠扬的琴声沈阳大街上也再也没有如同梵高的画作一般打动人心的艺术出现了我们在这个视频下感慨万千却再也无法抓住曾经鲜活的我们再也无法去拥抱我们的青春关掉手机死掉的我们不得不在现实中活着镜头慢慢拉远城市刺眼的灯光填满了镜头荒诞的我们只好消失这美丽的世界里,0
没有人一直看但一直有人在看,2
今天是我生日大家能祝我生日快乐吗,2
虎弟荒诞的行为迷糊的画质橘子海的夏日漱石却能引得这么多人在每个月的16号聚在一起我想这大抵是我们在看虎弟时也看到了自己怀念回不去的夏天小卖店的冰汽水晚自习时的彩霞总是对你笑的她看着画面里的虎弟我们内心中的自己好像被具象化了仿佛我们就是他肆无忌惮恣意妄为就像回不去的只存在于回忆里的夏天但就像东北往事会落幕一样青春总会消逝狠活的时代结束了我的青春也结束了我会永远记得那个夏天那段年少轻狂的幸福时光那一天我二十一岁在我一生的黄金时代我有好多奢望我想爱想吃还想在一瞬间变成天上半明半暗的云后来我才知道生活就是个缓慢受锤的过程人一天天老下去奢望也一天天消失最后变得像挨了锤的牛一样,2
今天我生日先举办在投自制就当生日礼物了我太baby啦,2
一天之内快破百万了有没有一种可能是9w多人看了10遍反正我已经看了不知道多少遍了,2
这视频最初版是在去年暑假吧当天晚上就刷到了刚好那段时间在听夏日漱石一个人在厦门旅游心里一直想着那个姑娘那时感觉我们并不可能在一起事实确实是这样但我永远会记住那一天那天和她的约会想到等地铁时玻璃墙倒影里并排站的我们感觉我们是当了一天的情侣她说这天给我满分,2
在虎哥的葬礼上在角落里那个叫柴浩的男人哭的尤为伤心,0
如果从来没有下架过这个视频早就千万了,0
因为你我会记得这一分钟,2
陈睿赶快给我入选每周必看,2
本视频为速通理塘特级传送门,2
每个月都在期待16号就为了举办这个视频哈哈,2
视频一次次的被举报好果汁一次次的补档我习惯性地在每个月的十六号十二点准时上线刷新动态像是为了完成一场仪式与许多人心怀各异地参加一场不见面的聚会我不知道好果汁能一直坚持多久或许有那么一个月的十六号习惯性地上线时发现没有补档我不会去探究是视频没有被举报还是单纯的忘记补档我只知道有些东西已经不存在了那么从此以后的十六号我不会再习惯性地上线很多年后可能会忘记这一切或许会依稀记得每个月有那么个特殊的日子但是就像我那抓不住的青春想不起的回忆朦胧又可贵,0
虎哥在视频中扭曲的身影像极了普通的蝶在拼命挣扎逃离名为平庸的茧有才华的人不一定不会被埋没但靠烂活出名的虎哥总有一天会没活无数次的努力终还是泯然众人都笑虎哥没活但是至少我记得虎哥百年之后却不会有人记得我感谢那个盛夏曾让我拥有梦想,0
最适合表白的日子不是14号那天的情人节而是16号为什么因为那个夏天你和我在一起因为你我会记住这一分钟,2
在我印象中好果汁是第一个整出这种活的人其他人都只是跟风罢了,0
补档这两个字就像饮弹而尽的梵高失去听力的贝多芬轮椅上的史铁生这不是一种遗憾是随风而去的落叶是命运烙在灵魂上的奖章是沈阳大街那段落下的盛夏,2
今天也是我的生日甚至我直到今天才意识到我生日是十六号,2
我发现一个问题东百视频的补档速度比以前慢了所以好果汁老师这个视频很有可能存活超过一个星期到时候肯定会上每周必看既然都上了每周必看的视频应该就不会再下架了吧要不然会是一件多么魔幻的事情,2
4天300W11点依然将近500人好果汁你属实是封神了,2
抖音公会寄了家人们最近都狠活没一个被举办的,0
年轻的时候我一度厌恶这些短视频平台上的整活主播直到他们以另一种方式登入了我熟悉的环境里时我才发现我厌恶的不是他们本身我厌恶的只是被拉进千篇一律的世界再也不能看清自己的轮廓罢了有个词叫做赋魅我觉得很适合形容沈阳这条大街相似的街遍地都是但只有这条街因为我们赋予她的情感而仿佛变得特殊虎刀团都只是这条大街上一瞬的过客而已但当旧的博人眼球被整改新的歌舞升平到来时他们那一瞬的绽放却犹如雨后被车轮溅起的泥土微不足道俗不可耐但却总能在行人的衣衫上留下那么些印记上头散发着大地的体香但就像这些泥点最终被轻松洗掉一样东百往事结束的也很轻松他不过是急剧膨胀的互联网时代的缩影一个视频平台飞速充斥劣质内容的证明随着行业转型升级狠活艺术不复存在草根幻梦也随之破灭而我们从她的遗骸上扯下铭牌佩戴在自己心中仿佛这样就能找到一个标榜自己和别人不同的锚点但我们又如何向外界诉说这份不屈和抵抗我们找寻自我的旅程是否会像虎哥和刀哥的故事一样无疾而终我不到啊,2
认识了一个女孩第一天她跟我聊叔本华聊弗洛伊德聊巴洛克音乐印像画派和华丽摇滚第二天她问我今天几号,2
如果没有补档的话这条视频估计能过5000万,0
刷了好几遍今天突然想写点什么中间高潮那一段虎子癫狂的舞蹈狼狈地跳入水中这让我想到了堂吉诃德有人说堂吉诃德是理想主义者的悲剧他自以为勇敢地冲向巨人在旁人眼里不过是一个挑战风车的傻瓜虎子自以为自己整了狠活但在网友眼里不过是个小丑这是一种身份的抽离是一种徒劳无功的对抗是一次盛大的失败堂吉诃德致力于重盛骑士时代的荣光虎弟在网上到处举报自己的二创视频他们认为世界对他们是一种侮辱我愿称这个视频是新时代的抽象年轻人的抽象我们冲破了头想在这个世界这个社会闯出一片天地到最后却发现自己力有不逮当你认清了生活却不能去热爱他的时候剩下的就只剩下对事物的解构对世界的消极抵抗就是抽象我们喜欢用流汗黄豆因为我们很难不感到麻木我们痛恨用流汗黄豆因为我们讨厌感到麻木我想像虎子一样在bgm里起舞那怕像个小丑那怕无人懂我因为在这一分钟我是快来的,0
